iso3,Territorio,cod_local,anio,sexo,zona,etnia,valor
COL,Las Brisas,NA,2022,Mujeres,rural,Total,50.2
COL,Las Brisas,NA,2023,Mujeres,rural,Indígena,44.8
COL,Las Brisas,NA,2023,Mujeres,rural,No indígena,32.6
COL,Las Brisas,NA,2023,Mujeres,rural,Total,37.7
COL,Las Brisas,NA,2024,Mujeres,rural,Indígena,43.1
COL,Las Brisas,NA,2024,Mujeres,rural,No indígena,35.5
COL,Las Brisas,NA,2024,Mujeres,rural,Total,40.5
COL,Las Brisas,NA,2025,Mujeres,rural,Indígena,45.8
COL,Las Brisas,NA,2025,Mujeres,rural,No indígena,30.9
COL,Las Brisas,NA,2025,Mujeres,rural,Total,39.9
COL,Las Palmas,NA,2016,Mujeres,periurbano,Indígena,45.9
COL,Las Palmas,NA,2016,Mujeres,periurbano,No indígena,33.1
COL,Las Palmas,NA,2016,Mujeres,periurbano,Total,38.6
COL,Las Palmas,NA,2017,Mujeres,periurbano,Indígena,40.6
COL,Las Palmas,NA,2017,Mujeres,periurbano,No indígena,28.1
COL,Las Palmas,NA,2017,Mujeres,periurbano,Total,33.1
COL,Las Palmas,NA,2018,Mujeres,periurbano,Indígena,72.7
COL,Las Palmas,NA,2018,Mujeres,periurbano,No indígena,50
COL,Las Palmas,NA,2018,Mujeres,periurbano,Total,58.8
COL,Las Palmas,NA,2019,Mujeres,periurbano,Indígena,48.3
COL,Las Palmas,NA,2019,Mujeres,periurbano,No indígena,34.3
COL,Las Palmas,NA,2019,Mujeres,periurbano,Total,39.8
COL,Las Palmas,NA,2020,Mujeres,periurbano,Indígena,44.6
COL,Las Palmas,NA,2020,Mujeres,periurbano,No indígena,27.4
COL,Las Palmas,NA,2020,Mujeres,periurbano,Total,34.1
COL,Las Palmas,NA,2021,Mujeres,periurbano,Indígena,108.3
COL,Las Palmas,NA,2021,Mujeres,periurbano,No indígena,70.2
COL,Las Palmas,NA,2021,Mujeres,periurbano,Total,83.9
COL,Las Palmas,NA,2022,Mujeres,periurbano,Indígena,43.7
COL,Las Palmas,NA,2022,Mujeres,periurbano,No indígena,30.9
COL,Las Palmas,NA,2022,Mujeres,periurbano,Total,36.7
COL,Las Palmas,NA,2023,Mujeres,periurbano,Indígena,16.2
COL,Las Palmas,NA,2023,Mujeres,periurbano,No indígena,11.8
COL,Las Palmas,NA,2023,Mujeres,periurbano,Total,13.2
COL,Las Palmas,NA,2024,Mujeres,periurbano,Indígena,22.8
COL,Las Palmas,NA,2024,Mujeres,periurbano,No indígena,16.2
COL,Las Palmas,NA,2024,Mujeres,periurbano,Total,18.6
COL,Las Palmas,NA,2025,Mujeres,periurbano,Indígena,25.1
COL,Las Palmas,NA,2025,Mujeres,periurbano,No indígena,17.8
COL,Las Palmas,NA,2025,Mujeres,periurbano,Total,20.2
COL,Los Arrayanes,NA,2016,Mujeres,rural,Indígena,139.6
COL,Los Arrayanes,NA,2016,Mujeres,rural,No indígena,94.8
COL,Los Arrayanes,NA,2016,Mujeres,rural,Total,123.1
COL,Los Arrayanes,NA,2017,Mujeres,rural,Indígena,134.4
COL,Los Arrayanes,NA,2017,Mujeres,rural,No indígena,88
COL,Los Arrayanes,NA,2017,Mujeres,rural,Total,111.5
COL,Los Arrayanes,NA,2018,Mujeres,rural,Indígena,31.4
COL,Los Arrayanes,NA,2018,Mujeres,rural,No indígena,22.3
COL,Los Arrayanes,NA,2018,Mujeres,rural,Total,29.1
COL,Los Arrayanes,NA,2019,Mujeres,rural,Indígena,61.6
COL,Los Arrayanes,NA,2019,Mujeres,rural,No indígena,44.8
COL,Los Arrayanes,NA,2019,Mujeres,rural,Total,55.2
COL,Los Arrayanes,NA,2020,Mujeres,rural,Indígena,163.2
COL,Los Arrayanes,NA,2020,Mujeres,rural,No indígena,112.7
COL,Los Arrayanes,NA,2020,Mujeres,rural,Total,136.6
COL,Los Arrayanes,NA,2021,Mujeres,rural,Indígena,55.8
COL,Los Arrayanes,NA,2021,Mujeres,rural,No indígena,38.6
COL,Los Arrayanes,NA,2021,Mujeres,rural,Total,49.9
COL,Los Arrayanes,NA,2022,Mujeres,rural,Indígena,71.2
COL,Los Arrayanes,NA,2022,Mujeres,rural,No indígena,49.8
COL,Los Arrayanes,NA,2022,Mujeres,rural,Total,61.9
COL,Los Arrayanes,NA,2023,Mujeres,rural,Indígena,132.9
COL,Los Arrayanes,NA,2023,Mujeres,rural,No indígena,114.5
COL,Los Arrayanes,NA,2023,Mujeres,rural,Total,125.5
COL,Los Arrayanes,NA,2024,Mujeres,rural,Indígena,56.4
COL,Los Arrayanes,NA,2024,Mujeres,rural,No indígena,33.5
COL,Los Arrayanes,NA,2024,Mujeres,rural,Total,45
COL,Los Arrayanes,NA,2025,Mujeres,rural,Indígena,38.4
COL,Los Arrayanes,NA,2025,Mujeres,rural,No indígena,27.1
COL,Los Arrayanes,NA,2025,Mujeres,rural,Total,32.4
COL,Los Pinos,NA,2016,Mujeres,rural,Indígena,108.2
COL,Los Pinos,NA,2016,Mujeres,rural,No indígena,64.4
COL,Los Pinos,NA,2016,Mujeres,rural,Total,89.6
COL,Los Pinos,NA,2017,Mujeres,rural,Indígena,111.8
COL,Los Pinos,NA,2017,Mujeres,rural,No indígena,68.8
COL,Los Pinos,NA,2017,Mujeres,rural,Total,98
COL,Los Pinos,NA,2018,Mujeres,rural,Indígena,141.5
COL,Los Pinos,NA,2018,Mujeres,rural,No indígena,96.1
COL,Los Pinos,NA,2018,Mujeres,rural,Total,119.2
COL,Los Pinos,NA,2019,Mujeres,rural,Indígena,99.6
COL,Los Pinos,NA,2019,Mujeres,rural,No indígena,72.3
COL,Los Pinos,NA,2019,Mujeres,rural,Total,85.2
COL,Los Pinos,NA,2020,Mujeres,rural,Indígena,396.6
COL,Los Pinos,NA,2020,Mujeres,rural,No indígena,280.3
COL,Los Pinos,NA,2020,Mujeres,rural,Total,336.9
COL,Los Pinos,NA,2021,Mujeres,rural,Indígena,123.7
COL,Los Pinos,NA,2021,Mujeres,rural,No indígena,66.3
COL,Los Pinos,NA,2021,Mujeres,rural,Total,101.7
COL,Los Pinos,NA,2022,Mujeres,rural,Indígena,60.4
COL,Los Pinos,NA,2022,Mujeres,rural,No indígena,39.6
COL,Los Pinos,NA,2022,Mujeres,rural,Total,52.5
COL,Los Pinos,NA,2023,Mujeres,rural,Indígena,79.1
COL,Los Pinos,NA,2023,Mujeres,rural,No indígena,50.1
COL,Los Pinos,NA,2023,Mujeres,rural,Total,69.6
COL,Los Pinos,NA,2024,Mujeres,rural,Indígena,42.9
COL,Los Pinos,NA,2024,Mujeres,rural,No indígena,29.9
COL,Los Pinos,NA,2024,Mujeres,rural,Total,37.4
COL,Los Pinos,NA,2025,Mujeres,rural,Indígena,70.8
COL,Los Pinos,NA,2025,Mujeres,rural,No indígena,49.2
COL,Los Pinos,NA,2025,Mujeres,rural,Total,60.6
COL,Los Álamos,NA,2016,Mujeres,rural,Indígena,18
COL,Los Álamos,NA,2016,Mujeres,rural,No indígena,13.5
COL,Los Álamos,NA,2016,Mujeres,rural,Total,15.1
COL,Los Álamos,NA,2017,Mujeres,rural,Indígena,17
COL,Los Álamos,NA,2017,Mujeres,rural,No indígena,11.7
COL,Los Álamos,NA,2017,Mujeres,rural,Total,14.2
COL,Los Álamos,NA,2018,Mujeres,rural,Indígena,39.7
COL,Los Álamos,NA,2018,Mujeres,rural,No indígena,26.7
COL,Los Álamos,NA,2018,Mujeres,rural,Total,36.7
COL,Los Álamos,NA,2019,Mujeres,rural,Indígena,80
COL,Los Álamos,NA,2019,Mujeres,rural,No indígena,49.7
COL,Los Álamos,NA,2019,Mujeres,rural,Total,62.3
COL,Los Álamos,NA,2020,Mujeres,rural,Indígena,83.3
COL,Los Álamos,NA,2020,Mujeres,rural,No indígena,44.1
COL,Los Álamos,NA,2020,Mujeres,rural,Total,63
COL,Los Álamos,NA,2021,Mujeres,rural,Indígena,68.1
COL,Los Álamos,NA,2021,Mujeres,rural,No indígena,52.5
COL,Los Álamos,NA,2021,Mujeres,rural,Total,64
COL,Los Álamos,NA,2022,Mujeres,rural,Indígena,59.4
COL,Los Álamos,NA,2022,Mujeres,rural,No indígena,35.4
COL,Los Álamos,NA,2022,Mujeres,rural,Total,49.1
COL,Los Álamos,NA,2023,Mujeres,rural,Indígena,54.4
COL,Los Álamos,NA,2023,Mujeres,rural,No indígena,35.9
COL,Los Álamos,NA,2023,Mujeres,rural,Total,44.2
COL,Los Álamos,NA,2024,Mujeres,rural,Indígena,35.5
COL,Los Álamos,NA,2024,Mujeres,rural,No indígena,24.1
COL,Los Álamos,NA,2024,Mujeres,rural,Total,30.6
COL,Los Álamos,NA,2025,Mujeres,rural,Indígena,28.2
COL,Los Álamos,NA,2025,Mujeres,rural,No indígena,18.4
COL,Los Álamos,NA,2025,Mujeres,rural,Total,23.3
COL,Nueva Esperanza,NA,2016,Mujeres,periurbano,Indígena,46.3
COL,Nueva Esperanza,NA,2016,Mujeres,periurbano,No indígena,32.2
COL,Nueva Esperanza,NA,2016,Mujeres,periurbano,Total,38.1
COL,Nueva Esperanza,NA,2017,Mujeres,periurbano,Indígena,34.1
COL,Nueva Esperanza,NA,2017,Mujeres,periurbano,No indígena,25.8
COL,Nueva Esperanza,NA,2017,Mujeres,periurbano,Total,28.9
COL,Nueva Esperanza,NA,2018,Mujeres,periurbano,Indígena,54.4
COL,Nueva Esperanza,NA,2018,Mujeres,periurbano,No indígena,36.8
COL,Nueva Esperanza,NA,2018,Mujeres,periurbano,Total,44.1
COL,Nueva Esperanza,NA,2019,Mujeres,periurbano,Indígena,42.5
COL,Nueva Esperanza,NA,2019,Mujeres,periurbano,No indígena,29.5
COL,Nueva Esperanza,NA,2019,Mujeres,periurbano,Total,34.6
COL,Nueva Esperanza,NA,2020,Mujeres,periurbano,Indígena,69.3
COL,Nueva Esperanza,NA,2020,Mujeres,periurbano,No indígena,47.8
COL,Nueva Esperanza,NA,2020,Mujeres,periurbano,Total,57.3
COL,Nueva Esperanza,NA,2021,Mujeres,periurbano,Indígena,86.2
COL,Nueva Esperanza,NA,2021,Mujeres,periurbano,No indígena,57.3
COL,Nueva Esperanza,NA,2021,Mujeres,periurbano,Total,67.3
COL,Nueva Esperanza,NA,2022,Mujeres,periurbano,Indígena,83.2
COL,Nueva Esperanza,NA,2022,Mujeres,periurbano,No indígena,55.3
COL,Nueva Esperanza,NA,2022,Mujeres,periurbano,Total,67.4
COL,Nueva Esperanza,NA,2023,Mujeres,periurbano,Indígena,55.3
COL,Nueva Esperanza,NA,2023,Mujeres,periurbano,No indígena,35.3
COL,Nueva Esperanza,NA,2023,Mujeres,periurbano,Total,43.9
COL,Nueva Esperanza,NA,2024,Mujeres,periurbano,Indígena,74.4
COL,Nueva Esperanza,NA,2024,Mujeres,periurbano,No indígena,49.9
COL,Nueva Esperanza,NA,2024,Mujeres,periurbano,Total,61.9
COL,Nueva Esperanza,NA,2025,Mujeres,periurbano,Indígena,43.7
COL,Nueva Esperanza,NA,2025,Mujeres,periurbano,No indígena,30.5
COL,Nueva Esperanza,NA,2025,Mujeres,periurbano,Total,35.2
COL,Nueva Vida,NA,2016,Mujeres,periurbano,Indígena,34.6
COL,Nueva Vida,NA,2016,Mujeres,periurbano,No indígena,25.2
COL,Nueva Vida,NA,2016,Mujeres,periurbano,Total,28.4
COL,Nueva Vida,NA,2017,Mujeres,periurbano,Indígena,44.2
COL,Nueva Vida,NA,2017,Mujeres,periurbano,No indígena,31.4
COL,Nueva Vida,NA,2017,Mujeres,periurbano,Total,36.9
COL,Nueva Vida,NA,2018,Mujeres,periurbano,Indígena,47.8
COL,Nueva Vida,NA,2018,Mujeres,periurbano,No indígena,30.9
COL,Nueva Vida,NA,2018,Mujeres,periurbano,Total,39.9
COL,Nueva Vida,NA,2019,Mujeres,periurbano,Indígena,40.5
COL,Nueva Vida,NA,2019,Mujeres,periurbano,No indígena,27.4
COL,Nueva Vida,NA,2019,Mujeres,periurbano,Total,32.9
COL,Nueva Vida,NA,2020,Mujeres,periurbano,Indígena,56.2
COL,Nueva Vida,NA,2020,Mujeres,periurbano,No indígena,41.5
COL,Nueva Vida,NA,2020,Mujeres,periurbano,Total,47.4
COL,Nueva Vida,NA,2021,Mujeres,periurbano,Indígena,32.1
COL,Nueva Vida,NA,2021,Mujeres,periurbano,No indígena,24.4
COL,Nueva Vida,NA,2021,Mujeres,periurbano,Total,27.2
COL,Nueva Vida,NA,2022,Mujeres,periurbano,Indígena,38.1
COL,Nueva Vida,NA,2022,Mujeres,periurbano,No indígena,26.8
COL,Nueva Vida,NA,2022,Mujeres,periurbano,Total,32.2
COL,Nueva Vida,NA,2023,Mujeres,periurbano,Indígena,33.3
COL,Nueva Vida,NA,2023,Mujeres,periurbano,No indígena,23.9
COL,Nueva Vida,NA,2023,Mujeres,periurbano,Total,27.6
COL,Nueva Vida,NA,2024,Mujeres,periurbano,Indígena,34.8
COL,Nueva Vida,NA,2024,Mujeres,periurbano,No indígena,24
COL,Nueva Vida,NA,2024,Mujeres,periurbano,Total,28.3
COL,Nueva Vida,NA,2025,Mujeres,periurbano,Indígena,37.4
COL,Nueva Vida,NA,2025,Mujeres,periurbano,No indígena,24.6
COL,Nueva Vida,NA,2025,Mujeres,periurbano,Total,29.7
COL,Plaza del Valle,NA,2016,Mujeres,rural,Indígena,78.5
COL,Plaza del Valle,NA,2016,Mujeres,rural,No indígena,58
COL,Plaza del Valle,NA,2016,Mujeres,rural,Total,67.3
COL,Plaza del Valle,NA,2017,Mujeres,rural,Indígena,173.8
COL,Plaza del Valle,NA,2017,Mujeres,rural,No indígena,107.3
COL,Plaza del Valle,NA,2017,Mujeres,rural,Total,139.2
COL,Plaza del Valle,NA,2018,Mujeres,rural,Indígena,143
COL,Plaza del Valle,NA,2018,Mujeres,rural,No indígena,97.7
COL,Plaza del Valle,NA,2018,Mujeres,rural,Total,117.7
COL,Plaza del Valle,NA,2019,Mujeres,rural,Indígena,53.6
COL,Plaza del Valle,NA,2019,Mujeres,rural,No indígena,33.7
COL,Plaza del Valle,NA,2019,Mujeres,rural,Total,46.1
COL,Plaza del Valle,NA,2020,Mujeres,rural,Indígena,35.5
COL,Plaza del Valle,NA,2020,Mujeres,rural,No indígena,23.1
COL,Plaza del Valle,NA,2020,Mujeres,rural,Total,28.9
COL,Plaza del Valle,NA,2021,Mujeres,rural,Indígena,79.4
COL,Plaza del Valle,NA,2021,Mujeres,rural,No indígena,48.7
COL,Plaza del Valle,NA,2021,Mujeres,rural,Total,66.4
COL,Plaza del Valle,NA,2022,Mujeres,rural,Indígena,55.7
COL,Plaza del Valle,NA,2022,Mujeres,rural,No indígena,35.1
COL,Plaza del Valle,NA,2022,Mujeres,rural,Total,50.4
COL,Plaza del Valle,NA,2023,Mujeres,rural,Indígena,82.8
COL,Plaza del Valle,NA,2023,Mujeres,rural,No indígena,53.4
COL,Plaza del Valle,NA,2023,Mujeres,rural,Total,67.9
COL,Plaza del Valle,NA,2024,Mujeres,rural,Indígena,104.5
COL,Plaza del Valle,NA,2024,Mujeres,rural,No indígena,69.8
COL,Plaza del Valle,NA,2024,Mujeres,rural,Total,88.3
COL,Plaza del Valle,NA,2025,Mujeres,rural,Indígena,51.2
COL,Plaza del Valle,NA,2025,Mujeres,rural,No indígena,30.9
COL,Plaza del Valle,NA,2025,Mujeres,rural,Total,39.5
COL,San Isidro,NA,2016,Mujeres,rural,Indígena,52.3
COL,San Isidro,NA,2016,Mujeres,rural,No indígena,30.6
COL,San Isidro,NA,2016,Mujeres,rural,Total,41.8
COL,San Isidro,NA,2017,Mujeres,rural,Indígena,52.4
COL,San Isidro,NA,2017,Mujeres,rural,No indígena,36.3
COL,San Isidro,NA,2017,Mujeres,rural,Total,45.2
COL,San Isidro,NA,2018,Mujeres,rural,Indígena,50.2
COL,San Isidro,NA,2018,Mujeres,rural,No indígena,37.6
COL,San Isidro,NA,2018,Mujeres,rural,Total,45.2
COL,San Isidro,NA,2019,Mujeres,rural,Indígena,32.1
COL,San Isidro,NA,2019,Mujeres,rural,No indígena,23.6
COL,San Isidro,NA,2019,Mujeres,rural,Total,28.8
COL,San Isidro,NA,2020,Mujeres,rural,Indígena,55.6
COL,San Isidro,NA,2020,Mujeres,rural,No indígena,35
COL,San Isidro,NA,2020,Mujeres,rural,Total,45
COL,San Isidro,NA,2021,Mujeres,rural,Indígena,24.9
COL,San Isidro,NA,2021,Mujeres,rural,No indígena,17.3
COL,San Isidro,NA,2021,Mujeres,rural,Total,21.7
COL,San Isidro,NA,2022,Mujeres,rural,Indígena,35.1
COL,San Isidro,NA,2022,Mujeres,rural,No indígena,25
COL,San Isidro,NA,2022,Mujeres,rural,Total,28.7
COL,San Isidro,NA,2023,Mujeres,rural,Indígena,27.3
COL,San Isidro,NA,2023,Mujeres,rural,No indígena,20.4
COL,San Isidro,NA,2023,Mujeres,rural,Total,24.6
COL,San Isidro,NA,2024,Mujeres,rural,Indígena,45.1
COL,San Isidro,NA,2024,Mujeres,rural,No indígena,27.8
COL,San Isidro,NA,2024,Mujeres,rural,Total,35.9
COL,San Isidro,NA,2025,Mujeres,rural,Indígena,53.2
COL,San Isidro,NA,2025,Mujeres,rural,No indígena,36.7
COL,San Isidro,NA,2025,Mujeres,rural,Total,44.4
COL,San Joaquín,NA,2016,Mujeres,periurbano,Indígena,24.3
COL,San Joaquín,NA,2016,Mujeres,periurbano,No indígena,17.6
COL,San Joaquín,NA,2016,Mujeres,periurbano,Total,20.5
COL,San Joaquín,NA,2017,Mujeres,periurbano,Indígena,20.2
COL,San Joaquín,NA,2017,Mujeres,periurbano,No indígena,15.1
COL,San Joaquín,NA,2017,Mujeres,periurbano,Total,17
COL,San Joaquín,NA,2018,Mujeres,periurbano,Indígena,27.3
COL,San Joaquín,NA,2018,Mujeres,periurbano,No indígena,19.9
COL,San Joaquín,NA,2018,Mujeres,periurbano,Total,23.2
COL,San Joaquín,NA,2019,Mujeres,periurbano,Indígena,49.6
COL,San Joaquín,NA,2019,Mujeres,periurbano,No indígena,35.8
COL,San Joaquín,NA,2019,Mujeres,periurbano,Total,42.3
COL,San Joaquín,NA,2020,Mujeres,periurbano,Indígena,74.7
COL,San Joaquín,NA,2020,Mujeres,periurbano,No indígena,52.4
COL,San Joaquín,NA,2020,Mujeres,periurbano,Total,59.1
COL,San Joaquín,NA,2021,Mujeres,periurbano,Indígena,43.9
COL,San Joaquín,NA,2021,Mujeres,periurbano,No indígena,29.1
COL,San Joaquín,NA,2021,Mujeres,periurbano,Total,34.6
COL,San Joaquín,NA,2022,Mujeres,periurbano,Indígena,22.5
COL,San Joaquín,NA,2022,Mujeres,periurbano,No indígena,14.8
COL,San Joaquín,NA,2022,Mujeres,periurbano,Total,17.8
COL,San Joaquín,NA,2023,Mujeres,periurbano,Indígena,30.4
COL,San Joaquín,NA,2023,Mujeres,periurbano,No indígena,21.5
COL,San Joaquín,NA,2023,Mujeres,periurbano,Total,25.2
COL,San Joaquín,NA,2024,Mujeres,periurbano,Indígena,27.8
COL,San Joaquín,NA,2024,Mujeres,periurbano,No indígena,18.6
COL,San Joaquín,NA,2024,Mujeres,periurbano,Total,21.7
COL,San Joaquín,NA,2025,Mujeres,periurbano,Indígena,27.2
COL,San Joaquín,NA,2025,Mujeres,periurbano,No indígena,18.9
COL,San Joaquín,NA,2025,Mujeres,periurbano,Total,22
COL,San Martín del Valle,NA,2016,Mujeres,Total,Indígena,50.13125
COL,San Martín del Valle,NA,2016,Mujeres,Total,No indígena,33.86875
COL,San Martín del Valle,NA,2016,Mujeres,Total,Total,42.003125
COL,San Martín del Valle,NA,2016,Mujeres,periurbano,Total,31.607692307692307
COL,San Martín del Valle,NA,2016,Mujeres,rural,Total,56.5
COL,San Martín del Valle,NA,2016,Mujeres,urbano,Total,9.733333333333333
COL,San Martín del Valle,NA,2017,Mujeres,Total,Indígena,48.890625
COL,San Martín del Valle,NA,2017,Mujeres,Total,No indígena,33.115625
COL,San Martín del Valle,NA,2017,Mujeres,Total,Total,40.996875
COL,San Martín del Valle,NA,2017,Mujeres,periurbano,Total,27.607692307692307
COL,San Martín del Valle,NA,2017,Mujeres,rural,Total,57.3
COL,San Martín del Valle,NA,2017,Mujeres,urbano,Total,12.066666666666666
COL,San Martín del Valle,NA,2018,Mujeres,Total,Indígena,50.959375
COL,San Martín del Valle,NA,2018,Mujeres,Total,No indígena,35.05
COL,San Martín del Valle,NA,2018,Mujeres,Total,Total,43.003125
COL,San Martín del Valle,NA,2018,Mujeres,periurbano,Total,29
COL,San Martín del Valle,NA,2018,Mujeres,rural,Total,60.4125
COL,San Martín del Valle,NA,2018,Mujeres,urbano,Total,10.833333333333334
COL,San Martín del Valle,NA,2019,Mujeres,Total,Indígena,49.640625
COL,San Martín del Valle,NA,2019,Mujeres,Total,No indígena,34.35625
COL,San Martín del Valle,NA,2019,Mujeres,Total,Total,42
COL,San Martín del Valle,NA,2019,Mujeres,periurbano,Total,30.392307692307693
COL,San Martín del Valle,NA,2019,Mujeres,rural,Total,57.6625
COL,San Martín del Valle,NA,2019,Mujeres,urbano,Total,8.766666666666666
COL,San Martín del Valle,NA,2020,Mujeres,Total,Indígena,90.71875
COL,San Martín del Valle,NA,2020,Mujeres,Total,No indígena,61.28125
COL,San Martín del Valle,NA,2020,Mujeres,Total,Total,76.0125
COL,San Martín del Valle,NA,2020,Mujeres,periurbano,Total,40.42307692307692
COL,San Martín del Valle,NA,2020,Mujeres,rural,Total,116.9125
COL,San Martín del Valle,NA,2020,Mujeres,urbano,Total,12.1
COL,San Martín del Valle,NA,2021,Mujeres,Total,Indígena,71.29375
COL,San Martín del Valle,NA,2021,Mujeres,Total,No indígena,48.7125
COL,San Martín del Valle,NA,2021,Mujeres,Total,Total,59.99375
COL,San Martín del Valle,NA,2021,Mujeres,periurbano,Total,38.42307692307692
COL,San Martín del Valle,NA,2021,Mujeres,rural,Total,86.59375
COL,San Martín del Valle,NA,2021,Mujeres,urbano,Total,11.6
COL,San Martín del Valle,NA,2022,Mujeres,Total,Indígena,61.303125
COL,San Martín del Valle,NA,2022,Mujeres,Total,No indígena,42.696875
COL,San Martín del Valle,NA,2022,Mujeres,Total,Total,52
COL,San Martín del Valle,NA,2022,Mujeres,periurbano,Total,33.830769230769235
COL,San Martín del Valle,NA,2022,Mujeres,rural,Total,74.26875
COL,San Martín del Valle,NA,2022,Mujeres,urbano,Total,11.966666666666667
COL,San Martín del Valle,NA,2023,Mujeres,Total,Indígena,54.090625
COL,San Martín del Valle,NA,2023,Mujeres,Total,No indígena,37.915625
COL,San Martín del Valle,NA,2023,Mujeres,Total,Total,45.99375
COL,San Martín del Valle,NA,2023,Mujeres,periurbano,Total,26.638461538461538
COL,San Martín del Valle,NA,2023,Mujeres,rural,Total,68.40625
COL,San Martín del Valle,NA,2023,Mujeres,urbano,Total,10.333333333333332
COL,San Martín del Valle,NA,2024,Mujeres,Total,Indígena,48.746875
COL,San Martín del Valle,NA,2024,Mujeres,Total,No indígena,33.246875
COL,San Martín del Valle,NA,2024,Mujeres,Total,Total,40.996875
COL,San Martín del Valle,NA,2024,Mujeres,periurbano,Total,24.43846153846154
COL,San Martín del Valle,NA,2024,Mujeres,rural,Total,60.525
COL,San Martín del Valle,NA,2024,Mujeres,urbano,Total,8.600000000000001
COL,San Martín del Valle,NA,2025,Mujeres,Total,Indígena,45.10625
COL,San Martín del Valle,NA,2025,Mujeres,Total,No indígena,30.89375
COL,San Martín del Valle,NA,2025,Mujeres,Total,Total,37.990625
COL,San Martín del Valle,NA,2025,Mujeres,periurbano,Total,18.753846153846155
COL,San Martín del Valle,NA,2025,Mujeres,rural,Total,59.1125
COL,San Martín del Valle,NA,2025,Mujeres,urbano,Total,8.7
COL,San Rafael,NA,2016,Mujeres,urbano,Indígena,16
COL,San Rafael,NA,2016,Mujeres,urbano,No indígena,9.9
COL,San Rafael,NA,2016,Mujeres,urbano,Total,11.1
COL,San Rafael,NA,2017,Mujeres,urbano,Indígena,24.9
COL,San Rafael,NA,2017,Mujeres,urbano,No indígena,16.6
COL,San Rafael,NA,2017,Mujeres,urbano,Total,18.5
COL,San Rafael,NA,2018,Mujeres,urbano,Indígena,17.3
COL,San Rafael,NA,2018,Mujeres,urbano,No indígena,12.4
COL,San Rafael,NA,2018,Mujeres,urbano,Total,14
COL,San Rafael,NA,2019,Mujeres,urbano,Indígena,13.2
COL,San Rafael,NA,2019,Mujeres,urbano,No indígena,9.6
COL,San Rafael,NA,2019,Mujeres,urbano,Total,10.5
COL,San Rafael,NA,2020,Mujeres,urbano,Indígena,19.5
COL,San Rafael,NA,2020,Mujeres,urbano,No indígena,11.3
COL,San Rafael,NA,2020,Mujeres,urbano,Total,12.5
COL,San Rafael,NA,2021,Mujeres,urbano,Indígena,18.5
COL,San Rafael,NA,2021,Mujeres,urbano,No indígena,11.3
COL,San Rafael,NA,2021,Mujeres,urbano,Total,13
COL,San Rafael,NA,2022,Mujeres,urbano,Indígena,15.3
COL,San Rafael,NA,2022,Mujeres,urbano,No indígena,11.8
COL,San Rafael,NA,2022,Mujeres,urbano,Total,12.7
COL,San Rafael,NA,2023,Mujeres,urbano,Indígena,15
COL,San Rafael,NA,2023,Mujeres,urbano,No indígena,10.6
COL,San Rafael,NA,2023,Mujeres,urbano,Total,11.7
COL,San Rafael,NA,2024,Mujeres,urbano,Indígena,10.7
COL,San Rafael,NA,2024,Mujeres,urbano,No indígena,7.4
COL,San Rafael,NA,2024,Mujeres,urbano,Total,8.3
COL,San Rafael,NA,2025,Mujeres,urbano,Indígena,12.5
COL,San Rafael,NA,2025,Mujeres,urbano,No indígena,8.4
COL,San Rafael,NA,2025,Mujeres,urbano,Total,9.2
COL,Santa Ana,NA,2016,Mujeres,rural,Indígena,36.1
COL,Santa Ana,NA,2016,Mujeres,rural,No indígena,25.2
COL,Santa Ana,NA,2016,Mujeres,rural,Total,30.9
COL,Santa Ana,NA,2017,Mujeres,rural,Indígena,39.9
COL,Santa Ana,NA,2017,Mujeres,rural,No indígena,28.8
COL,Santa Ana,NA,2017,Mujeres,rural,Total,34.9
COL,Santa Ana,NA,2018,Mujeres,rural,Indígena,39.5
COL,Santa Ana,NA,2018,Mujeres,rural,No indígena,24.4
COL,Santa Ana,NA,2018,Mujeres,rural,Total,34.6
COL,Santa Ana,NA,2019,Mujeres,rural,Indígena,18.1
COL,Santa Ana,NA,2019,Mujeres,rural,No indígena,12.3
COL,Santa Ana,NA,2019,Mujeres,rural,Total,15.6
COL,Santa Ana,NA,2020,Mujeres,rural,Indígena,102.9
COL,Santa Ana,NA,2020,Mujeres,rural,No indígena,45.9
COL,Santa Ana,NA,2020,Mujeres,rural,Total,80.2
COL,Santa Ana,NA,2021,Mujeres,rural,Indígena,74.6
COL,Santa Ana,NA,2021,Mujeres,rural,No indígena,49.3
COL,Santa Ana,NA,2021,Mujeres,rural,Total,64.2
COL,Santa Ana,NA,2022,Mujeres,rural,Indígena,78.5
COL,Santa Ana,NA,2022,Mujeres,rural,No indígena,58.8
COL,Santa Ana,NA,2022,Mujeres,rural,Total,70
COL,Santa Ana,NA,2023,Mujeres,rural,Indígena,57.9
COL,Santa Ana,NA,2023,Mujeres,rural,No indígena,45.4
COL,Santa Ana,NA,2023,Mujeres,rural,Total,51.4
COL,Santa Ana,NA,2024,Mujeres,rural,Indígena,126.9
COL,Santa Ana,NA,2024,Mujeres,rural,No indígena,94.3
COL,Santa Ana,NA,2024,Mujeres,rural,Total,114.6
COL,Santa Ana,NA,2025,Mujeres,rural,Indígena,33.6
COL,Santa Ana,NA,2025,Mujeres,rural,No indígena,21.9
COL,Santa Ana,NA,2025,Mujeres,rural,Total,29.3
