iso3,Territorio,cod_local,anio,zona,etnia,valor
COL,Los Arrayanes,NA,2021,Rural,Total,0.1033
COL,Los Arrayanes,NA,2022,Rural,Indígena,0.2866
COL,Los Arrayanes,NA,2022,Rural,No indígena,0.3266
COL,Los Arrayanes,NA,2022,Rural,Total,0.3066
COL,Los Arrayanes,NA,2023,Rural,Indígena,0.335
COL,Los Arrayanes,NA,2023,Rural,No indígena,0.375
COL,Los Arrayanes,NA,2023,Rural,Total,0.355
COL,Los Arrayanes,NA,2024,Rural,Indígena,0.7261
COL,Los Arrayanes,NA,2024,Rural,No indígena,0.7661
COL,Los Arrayanes,NA,2024,Rural,Total,0.7461
COL,Los Arrayanes,NA,2025,Rural,Indígena,0.6574
COL,Los Arrayanes,NA,2025,Rural,No indígena,0.6974
COL,Los Arrayanes,NA,2025,Rural,Total,0.6774
COL,Los Pinos,NA,2016,Rural,Indígena,0
COL,Los Pinos,NA,2016,Rural,No indígena,0
COL,Los Pinos,NA,2016,Rural,Total,0
COL,Los Pinos,NA,2017,Rural,Indígena,0
COL,Los Pinos,NA,2017,Rural,No indígena,0
COL,Los Pinos,NA,2017,Rural,Total,0
COL,Los Pinos,NA,2018,Rural,Indígena,0.0312
COL,Los Pinos,NA,2018,Rural,No indígena,0.0712
COL,Los Pinos,NA,2018,Rural,Total,0.0512
COL,Los Pinos,NA,2019,Rural,Indígena,0.3409
COL,Los Pinos,NA,2019,Rural,No indígena,0.3809
COL,Los Pinos,NA,2019,Rural,Total,0.3609
COL,Los Pinos,NA,2020,Rural,Indígena,0.1757
COL,Los Pinos,NA,2020,Rural,No indígena,0.2157
COL,Los Pinos,NA,2020,Rural,Total,0.1957
COL,Los Pinos,NA,2021,Rural,Indígena,0.4702
COL,Los Pinos,NA,2021,Rural,No indígena,0.5102
COL,Los Pinos,NA,2021,Rural,Total,0.4902
COL,Los Pinos,NA,2022,Rural,Indígena,0.6435
COL,Los Pinos,NA,2022,Rural,No indígena,0.6835
COL,Los Pinos,NA,2022,Rural,Total,0.6635
COL,Los Pinos,NA,2023,Rural,Indígena,0.3433
COL,Los Pinos,NA,2023,Rural,No indígena,0.3833
COL,Los Pinos,NA,2023,Rural,Total,0.3633
COL,Los Pinos,NA,2024,Rural,Indígena,0.61240000000000006
COL,Los Pinos,NA,2024,Rural,No indígena,0.6524
COL,Los Pinos,NA,2024,Rural,Total,0.6324
COL,Los Pinos,NA,2025,Rural,Indígena,0.8255
COL,Los Pinos,NA,2025,Rural,No indígena,0.8655
COL,Los Pinos,NA,2025,Rural,Total,0.8455
COL,Los Álamos,NA,2016,Rural,Indígena,0
COL,Los Álamos,NA,2016,Rural,No indígena,0
COL,Los Álamos,NA,2016,Rural,Total,0
COL,Los Álamos,NA,2017,Rural,Indígena,0.0288
COL,Los Álamos,NA,2017,Rural,No indígena,0.0688
COL,Los Álamos,NA,2017,Rural,Total,0.0488
COL,Los Álamos,NA,2018,Rural,Indígena,0.1191
COL,Los Álamos,NA,2018,Rural,No indígena,0.1591
COL,Los Álamos,NA,2018,Rural,Total,0.1391
COL,Los Álamos,NA,2019,Rural,Indígena,0
COL,Los Álamos,NA,2019,Rural,No indígena,0.0049
COL,Los Álamos,NA,2019,Rural,Total,0.0025
COL,Los Álamos,NA,2020,Rural,Indígena,0
COL,Los Álamos,NA,2020,Rural,No indígena,0
COL,Los Álamos,NA,2020,Rural,Total,0
COL,Los Álamos,NA,2021,Rural,Indígena,0
COL,Los Álamos,NA,2021,Rural,No indígena,0.0392
COL,Los Álamos,NA,2021,Rural,Total,0.0196
COL,Los Álamos,NA,2022,Rural,Indígena,0.2483
COL,Los Álamos,NA,2022,Rural,No indígena,0.2883
COL,Los Álamos,NA,2022,Rural,Total,0.2683
COL,Los Álamos,NA,2023,Rural,Indígena,0.1706
COL,Los Álamos,NA,2023,Rural,No indígena,0.2106
COL,Los Álamos,NA,2023,Rural,Total,0.1906
COL,Los Álamos,NA,2024,Rural,Indígena,0.4718
COL,Los Álamos,NA,2024,Rural,No indígena,0.5118
COL,Los Álamos,NA,2024,Rural,Total,0.4918
COL,Los Álamos,NA,2025,Rural,Indígena,0.5286
COL,Los Álamos,NA,2025,Rural,No indígena,0.5686
COL,Los Álamos,NA,2025,Rural,Total,0.5486
COL,Nueva Esperanza,NA,2016,Periurbano,Indígena,0
COL,Nueva Esperanza,NA,2016,Periurbano,No indígena,0
COL,Nueva Esperanza,NA,2016,Periurbano,Total,0
COL,Nueva Esperanza,NA,2017,Periurbano,Indígena,0.2181
COL,Nueva Esperanza,NA,2017,Periurbano,No indígena,0.2581
COL,Nueva Esperanza,NA,2017,Periurbano,Total,0.2381
COL,Nueva Esperanza,NA,2018,Periurbano,Indígena,0.233
COL,Nueva Esperanza,NA,2018,Periurbano,No indígena,0.273
COL,Nueva Esperanza,NA,2018,Periurbano,Total,0.253
COL,Nueva Esperanza,NA,2019,Periurbano,Indígena,0.2677
COL,Nueva Esperanza,NA,2019,Periurbano,No indígena,0.3077
COL,Nueva Esperanza,NA,2019,Periurbano,Total,0.2877
COL,Nueva Esperanza,NA,2020,Periurbano,Indígena,0.1765
COL,Nueva Esperanza,NA,2020,Periurbano,No indígena,0.2165
COL,Nueva Esperanza,NA,2020,Periurbano,Total,0.1965
COL,Nueva Esperanza,NA,2021,Periurbano,Indígena,0.3675
COL,Nueva Esperanza,NA,2021,Periurbano,No indígena,0.4075
COL,Nueva Esperanza,NA,2021,Periurbano,Total,0.3875
COL,Nueva Esperanza,NA,2022,Periurbano,Indígena,0.4102
COL,Nueva Esperanza,NA,2022,Periurbano,No indígena,0.4502
COL,Nueva Esperanza,NA,2022,Periurbano,Total,0.4302
COL,Nueva Esperanza,NA,2023,Periurbano,Indígena,0.164
COL,Nueva Esperanza,NA,2023,Periurbano,No indígena,0.204
COL,Nueva Esperanza,NA,2023,Periurbano,Total,0.184
COL,Nueva Esperanza,NA,2024,Periurbano,Indígena,0.2901
COL,Nueva Esperanza,NA,2024,Periurbano,No indígena,0.3301
COL,Nueva Esperanza,NA,2024,Periurbano,Total,0.3101
COL,Nueva Esperanza,NA,2025,Periurbano,Indígena,0.4682
COL,Nueva Esperanza,NA,2025,Periurbano,No indígena,0.5082
COL,Nueva Esperanza,NA,2025,Periurbano,Total,0.4882
COL,Nueva Vida,NA,2016,Periurbano,Indígena,0.1525
COL,Nueva Vida,NA,2016,Periurbano,No indígena,0.1925
COL,Nueva Vida,NA,2016,Periurbano,Total,0.1725
COL,Nueva Vida,NA,2017,Periurbano,Indígena,0.2196
COL,Nueva Vida,NA,2017,Periurbano,No indígena,0.2596
COL,Nueva Vida,NA,2017,Periurbano,Total,0.2396
COL,Nueva Vida,NA,2018,Periurbano,Indígena,0.3173
COL,Nueva Vida,NA,2018,Periurbano,No indígena,0.3573
COL,Nueva Vida,NA,2018,Periurbano,Total,0.3373
COL,Nueva Vida,NA,2019,Periurbano,Indígena,0.3787
COL,Nueva Vida,NA,2019,Periurbano,No indígena,0.4187
COL,Nueva Vida,NA,2019,Periurbano,Total,0.3987
COL,Nueva Vida,NA,2020,Periurbano,Indígena,0.3823
COL,Nueva Vida,NA,2020,Periurbano,No indígena,0.4223
COL,Nueva Vida,NA,2020,Periurbano,Total,0.4023
COL,Nueva Vida,NA,2021,Periurbano,Indígena,0.2828
COL,Nueva Vida,NA,2021,Periurbano,No indígena,0.3228
COL,Nueva Vida,NA,2021,Periurbano,Total,0.3028
COL,Nueva Vida,NA,2022,Periurbano,Indígena,0.2251
COL,Nueva Vida,NA,2022,Periurbano,No indígena,0.2651
COL,Nueva Vida,NA,2022,Periurbano,Total,0.2451
COL,Nueva Vida,NA,2023,Periurbano,Indígena,0.4763
COL,Nueva Vida,NA,2023,Periurbano,No indígena,0.5163
COL,Nueva Vida,NA,2023,Periurbano,Total,0.4963
COL,Nueva Vida,NA,2024,Periurbano,Indígena,0.2771
COL,Nueva Vida,NA,2024,Periurbano,No indígena,0.3171
COL,Nueva Vida,NA,2024,Periurbano,Total,0.2971
COL,Nueva Vida,NA,2025,Periurbano,Indígena,0.3666
COL,Nueva Vida,NA,2025,Periurbano,No indígena,0.4066
COL,Nueva Vida,NA,2025,Periurbano,Total,0.3866
COL,Plaza del Valle,NA,2016,Rural,Indígena,0.1552
COL,Plaza del Valle,NA,2016,Rural,No indígena,0.1952
COL,Plaza del Valle,NA,2016,Rural,Total,0.1752
COL,Plaza del Valle,NA,2017,Rural,Indígena,0
COL,Plaza del Valle,NA,2017,Rural,No indígena,0.031
COL,Plaza del Valle,NA,2017,Rural,Total,0.0155
COL,Plaza del Valle,NA,2018,Rural,Indígena,0.0718
COL,Plaza del Valle,NA,2018,Rural,No indígena,0.1118
COL,Plaza del Valle,NA,2018,Rural,Total,0.0918
COL,Plaza del Valle,NA,2019,Rural,Indígena,0.2037
COL,Plaza del Valle,NA,2019,Rural,No indígena,0.2437
COL,Plaza del Valle,NA,2019,Rural,Total,0.2237
COL,Plaza del Valle,NA,2020,Rural,Indígena,0.6323
COL,Plaza del Valle,NA,2020,Rural,No indígena,0.6723
COL,Plaza del Valle,NA,2020,Rural,Total,0.6523
COL,Plaza del Valle,NA,2021,Rural,Indígena,0.6244
COL,Plaza del Valle,NA,2021,Rural,No indígena,0.6644
COL,Plaza del Valle,NA,2021,Rural,Total,0.6444
COL,Plaza del Valle,NA,2022,Rural,Indígena,0.3786
COL,Plaza del Valle,NA,2022,Rural,No indígena,0.4186
COL,Plaza del Valle,NA,2022,Rural,Total,0.3986
COL,Plaza del Valle,NA,2023,Rural,Indígena,0.554
COL,Plaza del Valle,NA,2023,Rural,No indígena,0.594
COL,Plaza del Valle,NA,2023,Rural,Total,0.574
COL,Plaza del Valle,NA,2024,Rural,Indígena,0.7814
COL,Plaza del Valle,NA,2024,Rural,No indígena,0.8214
COL,Plaza del Valle,NA,2024,Rural,Total,0.8014
COL,Plaza del Valle,NA,2025,Rural,Indígena,0.8647
COL,Plaza del Valle,NA,2025,Rural,No indígena,0.9
COL,Plaza del Valle,NA,2025,Rural,Total,0.8824
COL,San Isidro,NA,2016,Rural,Indígena,0.0131
COL,San Isidro,NA,2016,Rural,No indígena,0.0531
COL,San Isidro,NA,2016,Rural,Total,0.0331
COL,San Isidro,NA,2017,Rural,Indígena,0.0502
COL,San Isidro,NA,2017,Rural,No indígena,0.0902
COL,San Isidro,NA,2017,Rural,Total,0.0702
COL,San Isidro,NA,2018,Rural,Indígena,0.0044
COL,San Isidro,NA,2018,Rural,No indígena,0.0444
COL,San Isidro,NA,2018,Rural,Total,0.0244
COL,San Isidro,NA,2019,Rural,Indígena,0.1698
COL,San Isidro,NA,2019,Rural,No indígena,0.2098
COL,San Isidro,NA,2019,Rural,Total,0.1898
COL,San Isidro,NA,2020,Rural,Indígena,0.1673
COL,San Isidro,NA,2020,Rural,No indígena,0.2073
COL,San Isidro,NA,2020,Rural,Total,0.1873
COL,San Isidro,NA,2021,Rural,Indígena,0.2733
COL,San Isidro,NA,2021,Rural,No indígena,0.3133
COL,San Isidro,NA,2021,Rural,Total,0.2933
COL,San Isidro,NA,2022,Rural,Indígena,0.5594
COL,San Isidro,NA,2022,Rural,No indígena,0.5994
COL,San Isidro,NA,2022,Rural,Total,0.5794
COL,San Isidro,NA,2023,Rural,Indígena,0.2712
COL,San Isidro,NA,2023,Rural,No indígena,0.3112
COL,San Isidro,NA,2023,Rural,Total,0.2912
COL,San Isidro,NA,2024,Rural,Indígena,0.6107
COL,San Isidro,NA,2024,Rural,No indígena,0.6507
COL,San Isidro,NA,2024,Rural,Total,0.6307
COL,San Isidro,NA,2025,Rural,Indígena,0.3975
COL,San Isidro,NA,2025,Rural,No indígena,0.4375
COL,San Isidro,NA,2025,Rural,Total,0.4175
COL,San Joaquín,NA,2016,Periurbano,Indígena,0
COL,San Joaquín,NA,2016,Periurbano,No indígena,0
COL,San Joaquín,NA,2016,Periurbano,Total,0
COL,San Joaquín,NA,2017,Periurbano,Indígena,0
COL,San Joaquín,NA,2017,Periurbano,No indígena,0
COL,San Joaquín,NA,2017,Periurbano,Total,0
COL,San Joaquín,NA,2018,Periurbano,Indígena,0.119
COL,San Joaquín,NA,2018,Periurbano,No indígena,0.159
COL,San Joaquín,NA,2018,Periurbano,Total,0.139
COL,San Joaquín,NA,2019,Periurbano,Indígena,0.1606
COL,San Joaquín,NA,2019,Periurbano,No indígena,0.2006
COL,San Joaquín,NA,2019,Periurbano,Total,0.1806
COL,San Joaquín,NA,2020,Periurbano,Indígena,0.1599
COL,San Joaquín,NA,2020,Periurbano,No indígena,0.1999
COL,San Joaquín,NA,2020,Periurbano,Total,0.1799
COL,San Joaquín,NA,2021,Periurbano,Indígena,0.1249
COL,San Joaquín,NA,2021,Periurbano,No indígena,0.1649
COL,San Joaquín,NA,2021,Periurbano,Total,0.1449
COL,San Joaquín,NA,2022,Periurbano,Indígena,0.1967
COL,San Joaquín,NA,2022,Periurbano,No indígena,0.2367
COL,San Joaquín,NA,2022,Periurbano,Total,0.2167
COL,San Joaquín,NA,2023,Periurbano,Indígena,0.23
COL,San Joaquín,NA,2023,Periurbano,No indígena,0.27
COL,San Joaquín,NA,2023,Periurbano,Total,0.25
COL,San Joaquín,NA,2024,Periurbano,Indígena,0.4607
COL,San Joaquín,NA,2024,Periurbano,No indígena,0.5007
COL,San Joaquín,NA,2024,Periurbano,Total,0.4807
COL,San Joaquín,NA,2025,Periurbano,Indígena,0.379
COL,San Joaquín,NA,2025,Periurbano,No indígena,0.419
COL,San Joaquín,NA,2025,Periurbano,Total,0.399
COL,San Martín del Valle,NA,2016,Periurbano,Indígena,0.0497
COL,San Martín del Valle,NA,2016,Periurbano,No indígena,0.0717
COL,San Martín del Valle,NA,2016,Periurbano,Total,0.0607
COL,San Martín del Valle,NA,2016,Rural,Indígena,0.0746
COL,San Martín del Valle,NA,2016,Rural,No indígena,0.0946
COL,San Martín del Valle,NA,2016,Rural,Total,0.0846
COL,San Martín del Valle,NA,2016,Total,Indígena,0.0599
COL,San Martín del Valle,NA,2016,Total,No indígena,0.0801
COL,San Martín del Valle,NA,2016,Total,Total,0.07
COL,San Martín del Valle,NA,2016,Urbano,Indígena,0.0259
COL,San Martín del Valle,NA,2016,Urbano,No indígena,0.0392
COL,San Martín del Valle,NA,2016,Urbano,Total,0.0325
COL,San Martín del Valle,NA,2017,Periurbano,Indígena,0.1423
COL,San Martín del Valle,NA,2017,Periurbano,No indígena,0.1714
COL,San Martín del Valle,NA,2017,Periurbano,Total,0.1569
COL,San Martín del Valle,NA,2017,Rural,Indígena,0.1018
COL,San Martín del Valle,NA,2017,Rural,No indígena,0.1286
COL,San Martín del Valle,NA,2017,Rural,Total,0.1152
COL,San Martín del Valle,NA,2017,Total,Indígena,0.1234
COL,San Martín del Valle,NA,2017,Total,No indígena,0.1525
COL,San Martín del Valle,NA,2017,Total,Total,0.1379
COL,San Martín del Valle,NA,2017,Urbano,Indígena,0.1572
COL,San Martín del Valle,NA,2017,Urbano,No indígena,0.1972
COL,San Martín del Valle,NA,2017,Urbano,Total,0.1772
COL,San Martín del Valle,NA,2018,Periurbano,Indígena,0.2193
COL,San Martín del Valle,NA,2018,Periurbano,No indígena,0.2563
COL,San Martín del Valle,NA,2018,Periurbano,Total,0.2378
COL,San Martín del Valle,NA,2018,Rural,Indígena,0.1837
COL,San Martín del Valle,NA,2018,Rural,No indígena,0.2212
COL,San Martín del Valle,NA,2018,Rural,Total,0.2025
COL,San Martín del Valle,NA,2018,Total,Indígena,0.1903
COL,San Martín del Valle,NA,2018,Total,No indígena,0.2267
COL,San Martín del Valle,NA,2018,Total,Total,0.2085
COL,San Martín del Valle,NA,2018,Urbano,Indígena,0.0993
COL,San Martín del Valle,NA,2018,Urbano,No indígena,0.128
COL,San Martín del Valle,NA,2018,Urbano,Total,0.1137
COL,San Martín del Valle,NA,2019,Periurbano,Indígena,0.2232
COL,San Martín del Valle,NA,2019,Periurbano,No indígena,0.2602
COL,San Martín del Valle,NA,2019,Periurbano,Total,0.2417
COL,San Martín del Valle,NA,2019,Rural,Indígena,0.1974
COL,San Martín del Valle,NA,2019,Rural,No indígena,0.2252
COL,San Martín del Valle,NA,2019,Rural,Total,0.2113
COL,San Martín del Valle,NA,2019,Total,Indígena,0.2009
COL,San Martín del Valle,NA,2019,Total,No indígena,0.2336
COL,San Martín del Valle,NA,2019,Total,Total,0.2173
COL,San Martín del Valle,NA,2019,Urbano,Indígena,0.1234
COL,San Martín del Valle,NA,2019,Urbano,No indígena,0.1634
COL,San Martín del Valle,NA,2019,Urbano,Total,0.1434
COL,San Martín del Valle,NA,2020,Periurbano,Indígena,0.239
COL,San Martín del Valle,NA,2020,Periurbano,No indígena,0.2759
COL,San Martín del Valle,NA,2020,Periurbano,Total,0.2575
COL,San Martín del Valle,NA,2020,Rural,Indígena,0.2815
COL,San Martín del Valle,NA,2020,Rural,No indígena,0.3165
COL,San Martín del Valle,NA,2020,Rural,Total,0.299
COL,San Martín del Valle,NA,2020,Total,Indígena,0.2463
COL,San Martín del Valle,NA,2020,Total,No indígena,0.2825
COL,San Martín del Valle,NA,2020,Total,Total,0.2644
COL,San Martín del Valle,NA,2020,Urbano,Indígena,0.0899
COL,San Martín del Valle,NA,2020,Urbano,No indígena,0.1299
COL,San Martín del Valle,NA,2020,Urbano,Total,0.1099
COL,San Martín del Valle,NA,2021,Periurbano,Indígena,0.2232
COL,San Martín del Valle,NA,2021,Periurbano,No indígena,0.2601
COL,San Martín del Valle,NA,2021,Periurbano,Total,0.2416
COL,San Martín del Valle,NA,2021,Rural,Indígena,0.285
COL,San Martín del Valle,NA,2021,Rural,No indígena,0.3224
COL,San Martín del Valle,NA,2021,Rural,Total,0.3037
COL,San Martín del Valle,NA,2021,Total,Indígena,0.2518
COL,San Martín del Valle,NA,2021,Total,No indígena,0.2892
COL,San Martín del Valle,NA,2021,Total,Total,0.2705
COL,San Martín del Valle,NA,2021,Urbano,Indígena,0.1984
COL,San Martín del Valle,NA,2021,Urbano,No indígena,0.2384
COL,San Martín del Valle,NA,2021,Urbano,Total,0.2184
COL,San Martín del Valle,NA,2022,Periurbano,Indígena,0.3047
COL,San Martín del Valle,NA,2022,Periurbano,No indígena,0.3447
COL,San Martín del Valle,NA,2022,Periurbano,Total,0.3247
COL,San Martín del Valle,NA,2022,Rural,Indígena,0.357
COL,San Martín del Valle,NA,2022,Rural,No indígena,0.3945
COL,San Martín del Valle,NA,2022,Rural,Total,0.3758
COL,San Martín del Valle,NA,2022,Total,Indígena,0.3374
COL,San Martín del Valle,NA,2022,Total,No indígena,0.3761
COL,San Martín del Valle,NA,2022,Total,Total,0.3567
COL,San Martín del Valle,NA,2022,Urbano,Indígena,0.3742
COL,San Martín del Valle,NA,2022,Urbano,No indígena,0.4142
COL,San Martín del Valle,NA,2022,Urbano,Total,0.3942
COL,San Martín del Valle,NA,2023,Periurbano,Indígena,0.3743
COL,San Martín del Valle,NA,2023,Periurbano,No indígena,0.4143
COL,San Martín del Valle,NA,2023,Periurbano,Total,0.3943
COL,San Martín del Valle,NA,2023,Rural,Indígena,0.3495
COL,San Martín del Valle,NA,2023,Rural,No indígena,0.387
COL,San Martín del Valle,NA,2023,Rural,Total,0.3683
COL,San Martín del Valle,NA,2023,Total,Indígena,0.3692
COL,San Martín del Valle,NA,2023,Total,No indígena,0.4079
COL,San Martín del Valle,NA,2023,Total,Total,0.3886
COL,San Martín del Valle,NA,2023,Urbano,Indígena,0.4517
COL,San Martín del Valle,NA,2023,Urbano,No indígena,0.4917
COL,San Martín del Valle,NA,2023,Urbano,Total,0.4717
COL,San Martín del Valle,NA,2024,Periurbano,Indígena,0.4151
COL,San Martín del Valle,NA,2024,Periurbano,No indígena,0.4551
COL,San Martín del Valle,NA,2024,Periurbano,Total,0.4351
COL,San Martín del Valle,NA,2024,Rural,Indígena,0.5464
COL,San Martín del Valle,NA,2024,Rural,No indígena,0.5864
COL,San Martín del Valle,NA,2024,Rural,Total,0.5664
COL,San Martín del Valle,NA,2024,Total,Indígena,0.4839
COL,San Martín del Valle,NA,2024,Total,No indígena,0.5239
COL,San Martín del Valle,NA,2024,Total,Total,0.5039
COL,San Martín del Valle,NA,2024,Urbano,Indígena,0.4491
COL,San Martín del Valle,NA,2024,Urbano,No indígena,0.4891
COL,San Martín del Valle,NA,2024,Urbano,Total,0.4691
COL,San Martín del Valle,NA,2025,Periurbano,Indígena,0.5279
COL,San Martín del Valle,NA,2025,Periurbano,No indígena,0.5679
COL,San Martín del Valle,NA,2025,Periurbano,Total,0.5479
COL,San Martín del Valle,NA,2025,Rural,Indígena,0.5819
COL,San Martín del Valle,NA,2025,Rural,No indígena,0.6213
COL,San Martín del Valle,NA,2025,Rural,Total,0.6016
COL,San Martín del Valle,NA,2025,Total,Indígena,0.5537
COL,San Martín del Valle,NA,2025,Total,No indígena,0.5933
COL,San Martín del Valle,NA,2025,Total,Total,0.5735
COL,San Martín del Valle,NA,2025,Urbano,Indígena,0.5147
COL,San Martín del Valle,NA,2025,Urbano,No indígena,0.5547
COL,San Martín del Valle,NA,2025,Urbano,Total,0.5347
COL,San Rafael,NA,2016,Urbano,Indígena,0
COL,San Rafael,NA,2016,Urbano,No indígena,0
COL,San Rafael,NA,2016,Urbano,Total,0
COL,San Rafael,NA,2017,Urbano,Indígena,0.3114
COL,San Rafael,NA,2017,Urbano,No indígena,0.3514
COL,San Rafael,NA,2017,Urbano,Total,0.3314
COL,San Rafael,NA,2018,Urbano,Indígena,0.2341
COL,San Rafael,NA,2018,Urbano,No indígena,0.2741
COL,San Rafael,NA,2018,Urbano,Total,0.2541
COL,San Rafael,NA,2019,Urbano,Indígena,0.1421
COL,San Rafael,NA,2019,Urbano,No indígena,0.1821
COL,San Rafael,NA,2019,Urbano,Total,0.1621
COL,San Rafael,NA,2020,Urbano,Indígena,0.1058
COL,San Rafael,NA,2020,Urbano,No indígena,0.1458
COL,San Rafael,NA,2020,Urbano,Total,0.1258
COL,San Rafael,NA,2021,Urbano,Indígena,0.3002
COL,San Rafael,NA,2021,Urbano,No indígena,0.3402
COL,San Rafael,NA,2021,Urbano,Total,0.3202
COL,San Rafael,NA,2022,Urbano,Indígena,0.435
COL,San Rafael,NA,2022,Urbano,No indígena,0.475
COL,San Rafael,NA,2022,Urbano,Total,0.455
COL,San Rafael,NA,2023,Urbano,Indígena,0.4367
COL,San Rafael,NA,2023,Urbano,No indígena,0.4767
COL,San Rafael,NA,2023,Urbano,Total,0.4567
COL,San Rafael,NA,2024,Urbano,Indígena,0.4218
COL,San Rafael,NA,2024,Urbano,No indígena,0.4618
COL,San Rafael,NA,2024,Urbano,Total,0.4418
COL,San Rafael,NA,2025,Urbano,Indígena,0.5524
COL,San Rafael,NA,2025,Urbano,No indígena,0.5924
COL,San Rafael,NA,2025,Urbano,Total,0.5724
COL,Santa Ana,NA,2016,Rural,Indígena,0
COL,Santa Ana,NA,2016,Rural,No indígena,0
COL,Santa Ana,NA,2016,Rural,Total,0
COL,Santa Ana,NA,2017,Rural,Indígena,0
COL,Santa Ana,NA,2017,Rural,No indígena,0
COL,Santa Ana,NA,2017,Rural,Total,0
COL,Santa Ana,NA,2018,Rural,Indígena,0.1258
COL,Santa Ana,NA,2018,Rural,No indígena,0.1658
COL,Santa Ana,NA,2018,Rural,Total,0.1458
COL,Santa Ana,NA,2019,Rural,Indígena,0.5108
COL,Santa Ana,NA,2019,Rural,No indígena,0.5508
COL,Santa Ana,NA,2019,Rural,Total,0.5308
COL,Santa Ana,NA,2020,Rural,Indígena,0.2397
COL,Santa Ana,NA,2020,Rural,No indígena,0.2797
COL,Santa Ana,NA,2020,Rural,Total,0.2597
COL,Santa Ana,NA,2021,Rural,Indígena,0.0874
COL,Santa Ana,NA,2021,Rural,No indígena,0.1274
COL,Santa Ana,NA,2021,Rural,Total,0.1074
COL,Santa Ana,NA,2022,Rural,Indígena,0.1059
COL,Santa Ana,NA,2022,Rural,No indígena,0.1459
COL,Santa Ana,NA,2022,Rural,Total,0.1259
COL,Santa Ana,NA,2023,Rural,Indígena,0.2347
COL,Santa Ana,NA,2023,Rural,No indígena,0.2747
COL,Santa Ana,NA,2023,Rural,Total,0.2547
COL,Santa Ana,NA,2024,Rural,Indígena,0.6422
COL,Santa Ana,NA,2024,Rural,No indígena,0.6822
COL,Santa Ana,NA,2024,Rural,Total,0.6622
COL,Santa Ana,NA,2025,Rural,Indígena,0.8656
COL,Santa Ana,NA,2025,Rural,No indígena,0.9
COL,Santa Ana,NA,2025,Rural,Total,0.8828
COL,Santa Elena,NA,2016,Periurbano,Indígena,0.0492
COL,Santa Elena,NA,2016,Periurbano,No indígena,0.0892
COL,Santa Elena,NA,2016,Periurbano,Total,0.0692
COL,Santa Elena,NA,2017,Periurbano,Indígena,0.3926
COL,Santa Elena,NA,2017,Periurbano,No indígena,0.4326
COL,Santa Elena,NA,2017,Periurbano,Total,0.4126
COL,Santa Elena,NA,2018,Periurbano,Indígena,0.2842
COL,Santa Elena,NA,2018,Periurbano,No indígena,0.3242
COL,Santa Elena,NA,2018,Periurbano,Total,0.3042
COL,Santa Elena,NA,2019,Periurbano,Indígena,0.5091
COL,Santa Elena,NA,2019,Periurbano,No indígena,0.5491
COL,Santa Elena,NA,2019,Periurbano,Total,0.5291
COL,Santa Elena,NA,2020,Periurbano,Indígena,0.4329
COL,Santa Elena,NA,2020,Periurbano,No indígena,0.4729
COL,Santa Elena,NA,2020,Periurbano,Total,0.4529
COL,Santa Elena,NA,2021,Periurbano,Indígena,0.2238
COL,Santa Elena,NA,2021,Periurbano,No indígena,0.2638
COL,Santa Elena,NA,2021,Periurbano,Total,0.2438
COL,Santa Elena,NA,2022,Periurbano,Indígena,0.3872
COL,Santa Elena,NA,2022,Periurbano,No indígena,0.4272
COL,Santa Elena,NA,2022,Periurbano,Total,0.4072
COL,Santa Elena,NA,2023,Periurbano,Indígena,0.717
COL,Santa Elena,NA,2023,Periurbano,No indígena,0.757
COL,Santa Elena,NA,2023,Periurbano,Total,0.737
COL,Santa Elena,NA,2024,Periurbano,Indígena,0.7786
COL,Santa Elena,NA,2024,Periurbano,No indígena,0.8186
COL,Santa Elena,NA,2024,Periurbano,Total,0.7986
COL,Santa Elena,NA,2025,Periurbano,Indígena,0.7596
COL,Santa Elena,NA,2025,Periurbano,No indígena,0.7996
COL,Santa Elena,NA,2025,Periurbano,Total,0.7796
COL,Santa Lucía,NA,2016,Rural,Indígena,0.3365
COL,Santa Lucía,NA,2016,Rural,No indígena,0.3765
COL,Santa Lucía,NA,2016,Rural,Total,0.3565
COL,Santa Lucía,NA,2017,Rural,Indígena,0.2941
COL,Santa Lucía,NA,2017,Rural,No indígena,0.3341
COL,Santa Lucía,NA,2017,Rural,Total,0.3141
COL,Santa Lucía,NA,2018,Rural,Indígena,0.3104
COL,Santa Lucía,NA,2018,Rural,No indígena,0.3504
COL,Santa Lucía,NA,2018,Rural,Total,0.3304
COL,Santa Lucía,NA,2019,Rural,Indígena,0
COL,Santa Lucía,NA,2019,Rural,No indígena,0
COL,Santa Lucía,NA,2019,Rural,Total,0
COL,Santa Lucía,NA,2020,Rural,Indígena,0.3381
COL,Santa Lucía,NA,2020,Rural,No indígena,0.3781
COL,Santa Lucía,NA,2020,Rural,Total,0.3581
COL,Santa Lucía,NA,2021,Rural,Indígena,0.4641
COL,Santa Lucía,NA,2021,Rural,No indígena,0.5041
COL,Santa Lucía,NA,2021,Rural,Total,0.4841
COL,Santa Lucía,NA,2022,Rural,Indígena,0.4815
COL,Santa Lucía,NA,2022,Rural,No indígena,0.5215
COL,Santa Lucía,NA,2022,Rural,Total,0.5015
COL,Santa Lucía,NA,2023,Rural,Indígena,0.2904
